Qf,Time,X,Y,Alpha,Temp(degC)
540,2,0,1.34,0.05392258764,41.52037491
540,2,0,1.36,0.05391550352,41.51808164
540,2,0,1.38,0.05390859798,41.51584405
540,2,0,1.4,0.05389532266,41.51366211
540,2,0,1.42,0.05388895287,41.51153585
540,2,0,1.44,0.05388276167,41.50946525
540,2,0,1.46,0.05387674905,41.50745032
540,2,0,1.48,0.05387091501,41.50549106
540,2,0,1.5,0.05386525269,41.50358746
540,2,0,1.52,0.05385976911,41.50173953
540,2,0,1.54,0.05385446643,41.49994716
540,2,0,1.56,0.05384934099,41.49821042
540,2,0,1.58,0.05384439277,41.49652931
540,2,0,1.6,0.05383962179,41.49490384
540,2,0,1.62,0.05383502805,41.493334
540,2,0,1.64,0.05383061153,41.49181979
540,2,0,1.66,0.05382637226,41.49036122
540,2,0,1.68,0.05382231021,41.48895828
540,2,0,1.7,0.0538184254,41.48761097
540,2,0,1.72,0.05381471782,41.48631929
540,2,0,1.74,0.05381118747,41.48508325
540,2,0,1.76,0.05380783436,41.48390284
540,2,0,1.78,0.05380465848,41.48170892
540,2,0,1.8,0.05380165983,41.48069541
540,2,0,1.82,0.05379883842,41.47973753
540,2,0,1.84,0.05379619424,41.47883528
540,2,0,1.86,0.05379372729,41.47798867
540,2,0,1.88,0.05379143758,41.47719769
540,2,0,1.9,0.0537893251,41.47646234
540,2,0,1.92,0.05378738986,41.47578263
540,2,0,1.94,0.05378563185,41.47515854
540,2,0,1.96,0.05378405107,41.47459009
540,2,0,1.98,0.05378264752,41.47407728
540,2,0,2,0.05378141834,41.4736201
540,2.5,0,0.02,0.09009184112,46.74886659
540,2.5,0,0.04,0.09006391265,46.74289462
540,2.5,0,0.06,0.09003624425,46.73697746
540,2.5,0,0.08,0.08936724851,46.73111513
540,2.5,0,0.1,0.08998168763,46.7253076
540,2.5,0,0.12,0.08995479941,46.7195549
540,2.5,0,0.14,0.08992817127,46.71385701
540,2.5,0,0.16,0.08990180318,46.70821395
540,2.5,0,0.18,0.08987569516,46.70262569
540,2.5,0,0.2,0.0898498472,46.69709226
540,2.5,0,0.22,0.0898242593,46.69161364
540,2.5,0,0.24,0.08979893147,46.68618984
540,2.5,0,0.26,0.0897738637,46.68082086
540,2.5,0,0.28,0.089749056,46.67550669
540,2.5,0,0.3,0.08972450836,46.67024734
540,2.5,0,0.32,0.08970022078,46.66504281
540,2.5,0,0.34,0.08967619327,46.65989309
540,2.5,0,0.36,0.08965242582,46.65479819
540,2.5,0,0.38,0.08962891843,46.64975811
540,2.5,0,0.4,0.08960567111,46.64477285
540,2.5,0,0.42,0.08958268385,46.6398424
540,2.5,0,0.44,0.08955995665,46.63496677
540,2.5,0,0.46,0.08953748952,46.63014596
540,2.5,0,0.48,0.08951528246,46.62537997
540,2.5,0,0.5,0.08949333545,46.62066879
540,2.5,0,0.52,0.08947168851,46.61601243
540,2.5,0,0.54,0.08945027083,46.6114106
540,2.5,0,0.56,0.08942912574,46.60686349
540,2.5,0,0.58,0.08940824033,46.6023711
540,2.5,0,0.6,0.08938761458,46.59793343
540,2.5,0,0.62,0.08936724851,46.59355048
540,2.5,0,0.64,0.08934714212,46.58922226
540,2.5,0,0.66,0.09030915281,46.58494876
540,2.5,0,0.68,0.08930770834,46.58072997
540,2.5,0,0.7,0.08928838096,46.57656591
540,2.5,0,0.72,0.08926931325,46.57245657
540,2.5,0,0.74,0.08925050522,46.56840195
540,2.5,0,0.76,0.08923195686,46.56440206
540,2.5,0,0.78,0.08921366817,46.56045688
540,2.5,0,0.8,0.08919563915,46.55656643
540,2.5,0,0.82,0.0891778698,46.55273069
540,2.5,0,0.84,0.08916036013,46.54894968
540,2.5,0,0.86,0.08914311013,46.54522339
540,2.5,0,0.88,0.0891261198,46.54155182
540,2.5,0,0.9,0.08910938915,46.53793497
540,2.5,0,0.92,0.08909291817,46.53437285
540,2.5,0,0.94,0.08907670685,46.53086544
540,2.5,0,0.96,0.08906075522,46.52741276
540,2.5,0,0.98,0.08904506325,46.5240148
540,2.5,0,1,0.08902963096,46.52067155
540,2.5,0,1.02,0.0890144449,46.51738303
540,2.5,0,1.04,0.08899951777,46.5141491
540,2.5,0,1.06,0.08898485705,46.51096985
